Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
8976	0.9769100	0.5403141	0.1756602	0.5301075	0.4760856	0.2640827	0.0031715	0.9748322	0.9063934	0.7805776	0.7006086	0.3499753	0.3569257	0.2784136	0.8391247	0.7005978	0.6305893	0.6290145	0.6134888	0.5471853	0.3415722	0.1446415	0.0691648	0.4692836	0.4421547	0.2293184	0.4276757	0.1636713	0.3304495	0.1619592	0.0800260	-26.188
8978	1.0389900	0.5746495	0.1868229	0.5561350	0.5063395	0.2808645	0.0033730	1.0050269	0.9639922	0.8301812	0.7885045	0.3722153	0.3796073	0.2961060	0.8924488	0.8381099	0.7746025	0.7436768	0.6574265	0.5604207	0.3662760	0.1538330	0.1228124	0.4991052	0.4734589	0.3272881	0.4548533	0.1988680	0.3514487	0.1522820	0.0465287	-29.123
8980	0.9760549	0.4848169	0.1755064	0.4829016	0.4756689	0.2168700	0.0208512	0.9743925	0.9056000	0.8123896	0.7407422	0.3496690	0.3566132	0.2781699	0.8737010	0.7918549	0.7604672	0.6988837	0.5790139	0.5136680	0.3440895	0.1445149	0.1153733	0.4688728	0.4626149	0.3249335	0.4309442	0.0594944	0.3301602	0.1621010	0.0519673	-31.261
8982	0.7625695	0.3989533	0.1109092	0.3965049	0.3843144	0.0426230	0.0168466	0.7588765	0.7316752	0.6443379	0.5806401	0.2770095	0.2881240	0.2247460	0.6576461	0.6439666	0.6256003	0.5754023	0.5311818	0.3891594	0.2429594	0.1167601	0.0574187	0.3788235	0.3722886	0.2274918	0.3481793	0.0480682	0.1838823	0.2006337	0.0519673	-21.471
8984	0.9275986	0.4852915	0.1349113	0.4696669	0.4674846	0.0553050	0.0351379	0.9193801	0.8900184	0.7837803	0.6754147	0.3637514	0.4763483	0.2387462	0.9022205	0.8366078	0.7659072	0.6769732	0.5643269	0.3295767	0.2722236	0.1684393	0.0815240	0.4608054	0.4388470	0.3004395	0.4235295	0.0673172	0.2236766	0.1525906	0.0817456	-25.581
8986	0.9275986	0.4852915	0.1349113	0.4781674	0.3943114	0.0680299	0.0351379	0.9045452	0.8737685	0.6795998	0.6754147	0.3637514	0.3534706	0.2847993	0.8768157	0.8563524	0.7659072	0.6490471	0.5350607	0.4534081	0.3278993	0.1943088	0.0820021	0.6922193	0.4780527	0.3089012	0.4585940	0.0673172	0.2236766	0.1657309	0.0915373	-20.555
8988	0.9472261	0.4852915	0.1746471	0.4781674	0.3943114	0.0878681	0.0351379	0.8886385	0.8737685	0.6795998	0.6754147	0.3637514	0.3534706	0.2847993	0.8622971	0.8426071	0.8131138	0.7035834	0.6162679	0.5469355	0.3204961	0.1943088	0.0554492	0.6922193	0.4780527	0.3617595	0.3998394	0.0419131	0.2236766	0.1842811	0.1383410	-34.082
8990	0.9448963	0.4852915	0.1746471	0.4781674	0.4474900	0.0541375	0.0351379	0.8946505	0.8737685	0.7354314	0.7222665	0.3637514	0.4268900	0.2847993	0.8798268	0.8569302	0.8341189	0.7088815	0.6607255	0.4658410	0.3204961	0.1943088	0.0554492	0.5636812	0.5000785	0.3433561	0.3998394	0.0624948	0.2236766	0.1842811	0.0825943	-24.418
8992	0.8979680	0.4852915	0.1746471	0.4781674	0.4474900	0.0990812	0.0351379	0.8933748	0.8737685	0.7922417	0.7437586	0.3637514	0.4340063	0.2847993	0.8889022	0.8482717	0.7692980	0.7658395	0.6607255	0.4487653	0.3204961	0.1943088	0.0790152	0.5520125	0.4793342	0.4190509	0.3968962	0.0624948	0.2236766	0.1724004	0.1092231	-22.762
8994	0.8979680	0.5568149	0.1746471	0.5452912	0.4384375	0.0391227	0.0205507	0.8875678	0.8737685	0.8068223	0.7437586	0.4060282	0.4340063	0.3191839	0.8441475	0.7994766	0.7763016	0.7078414	0.6100250	0.4487653	0.3136086	0.1890902	0.0770412	0.6012108	0.5455459	0.2549216	0.4858656	0.1145938	0.1781304	0.1582812	0.1092231	-18.769
8996	0.9129790	0.5114153	0.1746471	0.4985394	0.4384375	0.0391227	0.0205507	0.8804075	0.8737685	0.7680318	0.7437586	0.4060282	0.5724359	0.3191839	0.8524208	0.8105059	0.7586950	0.7296997	0.6100250	0.5179634	0.3547178	0.2706550	0.0770412	0.6012108	0.5309076	0.2549216	0.4858656	0.1145938	0.2347669	0.1367826	0.1545519	-30.264
8998	0.7332914	0.4137848	0.2231986	0.3900131	0.2792386	0.0186736	0.0166275	0.7322456	0.7263644	0.7068065	0.6648822	0.3906734	0.4631564	0.2582509	0.6596963	0.6557783	0.5925656	0.5313954	0.4935697	0.3577889	0.2870013	0.1743657	0.1282398	0.4864381	0.4336971	0.2842455	0.3931127	0.0927176	0.1899493	0.1840258	0.1545519	-21.379
9000	0.9199897	0.5252549	0.2802897	0.4126534	0.3506638	0.0414188	0.0208806	0.9147579	0.9048775	0.8525175	0.8349497	0.4738016	0.5816253	0.3243079	0.9065419	0.8235171	0.6806043	0.6508264	0.6337100	0.5142403	0.4045288	0.2189660	0.1610417	0.6864375	0.5670007	0.4260332	0.5414389	0.1231295	0.3403043	0.1563819	0.1545519	-23.155
9002	0.9199897	0.5039750	0.2802897	0.4547443	0.3506638	0.0414188	0.0208806	0.9192598	0.9048775	0.8667855	0.7967282	0.4738016	0.5816253	0.3243079	0.8820597	0.7537836	0.6806043	0.6620163	0.6539125	0.5546999	0.4045288	0.1830721	0.0950309	0.5976782	0.5600230	0.4260332	0.5414389	0.1231295	0.3403043	0.1563819	0.1545519	-19.289
9004	0.9587203	0.4949944	0.2802897	0.4643012	0.2955375	0.0421937	0.0208806	0.9443675	0.9054023	0.8178863	0.7452603	0.3965993	0.5816253	0.3243079	0.8159795	0.7400795	0.7039911	0.7038265	0.6626704	0.5305303	0.4045288	0.1830721	0.0899967	0.5976782	0.5443700	0.3753850	0.5414389	0.1231295	0.3403043	0.1785753	0.2223268	-22.505
9006	0.9571758	0.4337820	0.2802897	0.3292060	0.2301639	0.0393546	0.0027785	0.9287613	0.9054023	0.8178863	0.6948196	0.3965993	0.5816253	0.2703366	0.7903778	0.7594999	0.7163770	0.6944250	0.5562660	0.4522614	0.3736786	0.2453476	0.0899967	0.5835398	0.5518138	0.4721658	0.5414389	0.2399067	0.1837816	0.1424811	0.2601258	-18.657
9008	0.9550705	0.4658786	0.3305601	0.2468337	0.1885677	0.0033257	0.0007168	0.9547609	0.9276440	0.7542575	0.6468521	0.3965993	0.5816253	0.2751131	0.7894901	0.7295991	0.6969552	0.6411923	0.5562660	0.4304889	0.3736786	0.2453476	0.0899967	0.5771268	0.5742828	0.4721658	0.5633901	0.2399067	0.1837816	0.1424811	0.1756123	-22.793
9010	1.0008109	0.4889050	0.3305601	0.2117990	0.1885677	0.0368833	0.0352987	0.9382077	0.8743648	0.6636487	0.5298832	0.1701183	0.6461690	0.2751131	0.8845993	0.7295991	0.7062342	0.6596411	0.5593932	0.5244048	0.3736786	0.3036323	0.0899967	0.5771268	0.5711075	0.3815468	0.5633901	0.2235503	0.2635380	0.1359645	0.1756123	-29.314
9012	0.9597832	0.4889050	0.3305601	0.3633221	0.1563027	0.0452623	0.0352987	0.9382077	0.8743648	0.7401427	0.5298832	0.1701183	0.6461690	0.2751131	0.8690239	0.7690383	0.7202225	0.5735930	0.5512617	0.4719594	0.4159359	0.3036323	0.0527358	0.5929950	0.5650270	0.3815468	0.5633901	0.2235503	0.1783531	0.1535420	0.1996175	-28.174
9014	1.0158261	0.4889050	0.3305601	0.2956102	0.2488476	0.0452623	0.0352987	0.8939486	0.8819996	0.7015181	0.5298832	0.2619520	0.4583570	0.2751131	0.8070435	0.8060520	0.6216422	0.6001355	0.5452101	0.5115151	0.4159359	0.2511904	0.0721018	0.5897943	0.5818075	0.3815468	0.5633901	0.2043964	0.1783531	0.1535420	0.1996175	-29.418
9016	1.0500602	0.4756230	0.2238009	0.3065638	0.2831208	0.0704548	0.0396353	1.0006335	0.9903577	0.8055435	0.7698424	0.4064360	0.6630553	0.3089121	0.9551003	0.7905889	0.6576523	0.6369108	0.6199423	0.5743572	0.5005976	0.2820504	0.0809599	0.6520111	0.6380434	0.3294087	0.6326054	0.2295075	0.2002646	0.1222665	0.1996175	-22.439
9018	0.8504335	0.3852024	0.1812542	0.2721857	0.2292968	0.0368423	0.0321002	0.8256992	0.8020810	0.6548332	0.6205655	0.3291686	0.5370020	0.2896637	0.7735264	0.6705973	0.5411810	0.5185348	0.5020852	0.4283261	0.4054291	0.2284298	0.0655686	0.5253542	0.5197419	0.2862302	0.5123409	0.1858759	0.1621924	0.1487569	0.1996175	-23.321
9020	0.9768226	0.4254763	0.2135581	0.3402995	0.2701630	0.0425993	0.0378213	0.9710623	0.9627719	0.8027350	0.7311654	0.2745881	0.6327088	0.2517069	0.8667336	0.8384507	0.6486335	0.5999494	0.5973531	0.5757038	0.4776864	0.2691416	0.0772546	0.6182896	0.6177201	0.3359997	0.5882117	0.2190035	0.1910990	0.1355291	0.1996175	-24.845
9022	0.9768226	0.4366096	0.2135581	0.4340863	0.2636294	0.0429861	0.0042067	0.9680417	0.9627719	0.8266923	0.6353985	0.2745881	0.6327088	0.2517069	0.9349556	0.8484286	0.6223319	0.5950626	0.5766953	0.5021374	0.4776864	0.1530161	0.0772546	0.6758407	0.6266364	0.4660383	0.5214951	0.2190035	0.1097195	0.1355291	0.1996175	-23.723
9024	0.9768226	0.5022155	0.2135581	0.4340863	0.2636294	0.0105672	0.0018461	0.9713967	0.9627719	0.8266923	0.6353985	0.3657918	0.6327088	0.2517069	0.9300632	0.8804688	0.6440612	0.6125893	0.5752502	0.5554463	0.4776864	0.1530161	0.0451636	0.7235574	0.6716447	0.4546000	0.6569675	0.2390261	0.1825336	0.1246108	0.2914957	-32.352
9026	0.9951780	0.4376207	0.1500005	0.4231999	0.2636294	0.0105672	0.0018461	0.9852343	0.9627719	0.8827416	0.6353985	0.3657918	0.4990907	0.3325301	0.9220294	0.8804688	0.7687212	0.6153214	0.6042540	0.5670893	0.4776864	0.0939154	0.0216089	0.7235574	0.6909260	0.4915506	0.6569675	0.2390261	0.1825336	0.1246108	0.1253160	-27.456
9028	0.9951780	0.4476056	0.1500005	0.4231999	0.2961602	0.0100461	0.0092758	0.9861315	0.9627719	0.8827416	0.6353985	0.3657918	0.4990907	0.4331250	0.9697038	0.9582504	0.9555394	0.8085853	0.6638379	0.5416028	0.4723213	0.0967092	0.0216089	0.7235574	0.7179481	0.4915506	0.6569675	0.2390261	0.1669677	0.1149159	0.1253160	-30.366
9030	0.9951780	0.4567040	0.1825774	0.4254487	0.2961602	0.0270990	0.0092758	0.9839627	0.9199668	0.7270439	0.5747931	0.3657918	0.4990907	0.4331250	0.9680601	0.9642690	0.8730469	0.7168920	0.6173612	0.5416028	0.4683490	0.1300192	0.0738121	0.7235574	0.7070696	0.4089878	0.6739765	0.2390261	0.2626604	0.1220536	0.1624011	-20.539
9032	0.9951780	0.5147560	0.1825774	0.3767663	0.3657204	0.0270990	0.0092758	0.9917720	0.9522351	0.7488146	0.5998363	0.3657918	0.4837612	0.3744693	0.9881946	0.9104638	0.8634047	0.8260259	0.6173612	0.5336179	0.4596054	0.1558651	0.0390127	0.7235574	0.6749083	0.4436788	0.6739765	0.2574891	0.2626604	0.1220536	0.1624011	-24.730
9034	0.9951780	0.4383637	0.1752396	0.3685556	0.2756532	0.0270990	0.0092758	0.9740643	0.9522351	0.7365561	0.6907651	0.3657918	0.4837612	0.4356263	0.9535512	0.9254023	0.8652589	0.8593203	0.6623966	0.5792565	0.4596054	0.1341219	0.0465514	0.7042967	0.6984513	0.4436788	0.6739765	0.2574891	0.3321318	0.1120429	0.1624011	-25.952
9036	0.9853609	0.5217550	0.1752396	0.4763671	0.1732111	0.0100154	0.0092758	0.9565480	0.9522351	0.7365561	0.4822356	0.3657918	0.4837612	0.4428929	0.9409816	0.9367658	0.8643460	0.7885604	0.6736002	0.5465262	0.4853322	0.1670403	0.0922563	0.7042967	0.6891618	0.4091838	0.6739765	0.2574891	0.2431279	0.1097508	0.1624011	-34.234
9038	0.9769238	0.4874504	0.1752396	0.4763671	0.2430279	0.0955540	0.0092758	0.9553211	0.9522351	0.8034560	0.7288085	0.3657918	0.4837612	0.3988934	0.9272111	0.9268883	0.8446379	0.7885604	0.6736002	0.5080919	0.4129435	0.2459837	0.0922563	0.7042967	0.7021067	0.4519388	0.6565814	0.2574891	0.2431279	0.1005717	0.2009827	-30.842
9040	0.9769238	0.5787993	0.1752396	0.4995885	0.2414788	0.0957349	0.0453702	0.9413952	0.9113913	0.7418854	0.6698469	0.5425501	0.5725590	0.3988934	0.9360964	0.9057537	0.8264283	0.7588453	0.6736002	0.4471309	0.4129435	0.2459837	0.1629777	0.7042967	0.6588334	0.4723604	0.5775609	0.1498463	0.2689428	0.1122495	0.2009827	-29.300
9042	0.9735605	0.5264963	0.1752396	0.4995885	0.3587745	0.1940066	0.0361880	0.9674278	0.9113913	0.7418854	0.7085116	0.5566121	0.5725590	0.4797744	0.9443782	0.8980086	0.8264283	0.7437586	0.5731401	0.5421595	0.4944568	0.2459837	0.0928341	0.5969740	0.5913249	0.4723604	0.5775609	0.0959449	0.3772194	0.1204436	0.2029663	-31.588
9044	0.9535506	0.5156750	0.1716379	0.4997709	0.4834182	0.1900191	0.0354442	0.9274293	0.8926592	0.7678521	0.6939494	0.5451718	0.5581404	0.4418643	0.9221785	0.8988637	0.8112775	0.7566898	0.5613602	0.5039218	0.4842940	0.2409279	0.1612751	0.6668399	0.6386474	0.4626518	0.6244753	0.0939729	0.3694663	0.1229710	0.2029663	-19.571
9046	0.9593514	0.5156750	0.2571607	0.5012937	0.4976444	0.1900191	0.0354442	0.9539265	0.8926592	0.7678521	0.7180517	0.5451718	0.5815672	0.4418643	0.9444082	0.8988637	0.7636367	0.7566898	0.6348092	0.5939425	0.4865537	0.2642027	0.1835337	0.6646291	0.6534014	0.3804660	0.5814819	0.0506633	0.3694663	0.1229710	0.2029663	-31.490
9048	0.9593514	0.5559497	0.2571607	0.5416706	0.4976444	0.1978614	0.0351295	0.9450188	0.8926592	0.7678521	0.6231972	0.5131247	0.5815672	0.5192327	0.9038583	0.8988637	0.7636367	0.7326675	0.6173666	0.5288409	0.5201987	0.2642027	0.2252244	0.7139163	0.6489431	0.4428995	0.5930361	0.0506633	0.3694663	0.1128337	0.1349854	-36.410
9050	0.9593514	0.6322145	0.3239848	0.5389655	0.4976444	0.0491253	0.0351295	0.9324753	0.8926592	0.6525113	0.6231972	0.3906419	0.5996328	0.5192327	0.9101587	0.8988637	0.7811941	0.6320306	0.5731798	0.5318077	0.5201987	0.2577604	0.0651171	0.6526659	0.6433932	0.2989628	0.5930361	0.0539060	0.3694663	0.1128337	0.1950055	-34.989
9052	0.9586577	0.7122777	0.4882878	0.5329778	0.4976444	0.0519000	0.0011719	0.9439283	0.8926592	0.6525113	0.6231972	0.2234617	0.5827127	0.5251391	0.9378995	0.8988637	0.8106410	0.6251726	0.5838086	0.5714915	0.5201987	0.2015764	0.0651171	0.6526659	0.6246003	0.3633837	0.5930361	0.0539060	0.3112335	0.1128337	0.1950055	-33.956
9054	0.9586577	0.8247392	0.4882878	0.6756961	0.6006075	0.2090335	0.0467585	0.9406824	0.8926592	0.6845971	0.6231972	0.3481833	0.6205013	0.4270777	0.9057322	0.8988637	0.8106410	0.6702569	0.5838086	0.5312928	0.5201987	0.2015764	0.0915458	0.6526659	0.6137812	0.2982216	0.5986960	0.0990305	0.3112335	0.1157423	0.2053789	-31.458
9056	0.9586577	0.7485282	0.3229492	0.6326272	0.6006075	0.2428542	0.1604089	0.9279750	0.8926592	0.6735196	0.6231972	0.3481833	0.6205013	0.4270777	0.9230944	0.9130580	0.8106410	0.6074636	0.5838086	0.5463865	0.5264249	0.2015764	0.0915458	0.6851851	0.6499044	0.2982216	0.5986960	0.0664495	0.3112335	0.0998468	0.2053789	-32.138
9058	1.0005553	0.7266806	0.1514042	0.7195537	0.6049967	0.2442452	0.1604089	0.9400483	0.8926592	0.6735196	0.6324155	0.3481833	0.6205013	0.5087141	0.9332751	0.9119335	0.7621600	0.7607144	0.7111017	0.5639190	0.5264249	0.2193403	0.0915458	0.6238925	0.6080568	0.2982216	0.5986960	0.0664495	0.3112335	0.1094047	0.1331843	-29.461
9060	0.9672215	0.7266806	0.1514042	0.7195537	0.6631724	0.1921541	0.1604089	0.9581852	0.8926592	0.6209489	0.6054452	0.3108908	0.6205013	0.3973140	0.9493202	0.8827210	0.7479509	0.7448278	0.6736141	0.5757931	0.5264249	0.2193403	0.0915458	0.6238925	0.6009665	0.2982216	0.5986960	0.0394218	0.4442750	0.1149815	0.1331843	-24.914
9062	0.9672215	0.7266806	0.2296617	0.6658807	0.6631724	0.1921541	0.1604089	0.9482531	0.8926592	0.6209489	0.6054452	0.2141651	0.6205013	0.3973140	0.9318492	0.9285338	0.7525385	0.6834255	0.6643526	0.5344748	0.4443816	0.2119683	0.0915458	0.6238925	0.6115964	0.3539195	0.5986960	0.0298536	0.2506571	0.1149815	0.1331843	-26.791
9064	0.9672215	0.7017822	0.1608093	0.6830890	0.6631724	0.1921541	0.1604089	0.9424191	0.9374942	0.7248788	0.6609592	0.2141651	0.6205013	0.3973140	0.8601289	0.8356954	0.7972928	0.7333431	0.6660726	0.5344748	0.4443816	0.2507113	0.1558548	0.6238925	0.6018668	0.3431210	0.5986960	0.0280082	0.2734893	0.1063672	0.1331843	-35.003
9066	0.7688953	0.5546634	0.1270979	0.5402364	0.5241477	0.1518717	0.1267814	0.7554369	0.7409617	0.5925199	0.5223984	0.2519173	0.4904220	0.3140227	0.7279682	0.6605036	0.5982638	0.5796080	0.5280532	0.3996375	0.3512232	0.1981532	0.1231821	0.4805547	0.4800623	0.2711905	0.4731878	0.0221366	0.2722324	0.1297830	0.1331843	-28.359
9068	0.8243525	0.5769181	0.1497305	0.5638927	0.5469028	0.2215368	0.1322855	0.8070966	0.8014579	0.6390673	0.6096072	0.3239631	0.5117130	0.2063811	0.7368368	0.6863106	0.6183413	0.5614797	0.5509779	0.4841622	0.4336851	0.2067558	0.1104838	0.5014173	0.5003371	0.2829639	0.4937307	0.0271456	0.2241905	0.1243831	0.1331843	-22.618
9070	1.0308936	0.7370500	0.1924849	0.7190421	0.6839291	0.2995654	0.1654295	1.0126417	1.0022627	0.8437658	0.7677949	0.4955437	0.4884129	0.2723686	0.9179539	0.8582654	0.7366702	0.7133615	0.6862037	0.5608362	0.5423447	0.2585584	0.1135478	0.6270472	0.6180056	0.4419555	0.6174346	0.1096628	0.2754306	0.1045338	0.1331843	-20.667
9072	0.8348583	0.5968922	0.0983068	0.5940249	0.5538727	0.2119411	0.0026620	0.8334760	0.8116719	0.5957674	0.5837947	0.4013108	0.3955360	0.2205749	0.7326264	0.6950571	0.6000659	0.5971372	0.5837705	0.4703872	0.3977601	0.2093908	0.0919555	0.5078076	0.5059529	0.3579130	0.5000229	0.1743828	0.2230545	0.1290797	0.1331843	-18.351
9074	0.7118584	0.5322177	0.0839440	0.5034737	0.4265114	0.0131281	0.0022731	0.7043541	0.6930848	0.5354566	0.4985010	0.2638312	0.3397838	0.2348197	0.7007475	0.6217551	0.5296422	0.4934028	0.4923408	0.4016625	0.3396465	0.1787983	0.0672775	0.4336157	0.4272817	0.3056211	0.4269684	0.1253363	0.1904658	0.1830393	0.1331843	-13.614
9076	0.9439383	0.6913037	0.1514047	0.6364795	0.5655625	0.0879483	0.0127223	0.9397102	0.9190441	0.7208084	0.6610222	0.3498454	0.4505600	0.3778156	0.9391611	0.8207591	0.7693509	0.6620653	0.6162950	0.5326124	0.3730633	0.2265440	0.0761881	0.5936354	0.5848437	0.3094656	0.5661686	0.1661984	0.2525614	0.1380366	0.1331843	-23.383
9078	0.7678004	0.5215856	0.1740830	0.5115727	0.3868018	0.1484692	0.0103483	0.7641316	0.7391585	0.5863063	0.5376761	0.2845647	0.3664860	0.3073156	0.6831500	0.6050365	0.5703882	0.5699794	0.5286081	0.4234602	0.3028255	0.1958817	0.1050486	0.4828637	0.4667751	0.1936711	0.4605221	0.1072295	0.1180991	0.1697030	0.1331843	-36.283
9080	0.6177492	0.3828059	0.0708820	0.3816382	0.3129815	0.0192928	0.0019137	0.5646544	0.5572483	0.4559321	0.3701607	0.2212873	0.3501957	0.2256348	0.4835376	0.4637600	0.4349136	0.4338503	0.3556188	0.3292973	0.2148881	0.1523244	0.0816894	0.3754915	0.3635941	0.1612045	0.3581180	0.0887682	0.0918380	0.2182297	0.1331843	-34.877
9082	0.5837566	0.3658460	0.1492503	0.3198897	0.3129815	0.0884962	0.0496799	0.5796340	0.5652940	0.5274254	0.3701607	0.2212873	0.3501957	0.1380837	0.4779791	0.4502755	0.4439103	0.4391297	0.3537581	0.2704997	0.2148881	0.1523244	0.0297858	0.3679791	0.3601883	0.1612045	0.3581180	0.0887682	0.1387029	0.2182297	0.1331843	-26.864
9084	0.5834779	0.3697742	0.1106726	0.3159766	0.2533994	0.0867797	0.0487164	0.5708367	0.5543296	0.5171955	0.3465047	0.2023905	0.3434033	0.1635623	0.4721936	0.4538660	0.4403529	0.4174424	0.3468966	0.2641578	0.2107201	0.1126136	0.0727245	0.3608418	0.3552513	0.1580778	0.3511719	0.0870465	0.0910501	0.2053328	0.1251318	-27.619
9086	0.5877808	0.3683300	0.1016650	0.3159766	0.2034009	0.0564756	0.0487164	0.5665008	0.5396903	0.5197439	0.4368417	0.2023905	0.2813454	0.2080696	0.4721936	0.4450708	0.4410150	0.3990345	0.3468966	0.2404713	0.1925248	0.1126136	0.0535444	0.3793971	0.3676951	0.2195743	0.3338262	0.0870465	0.1057760	0.2287097	0.1251318	-25.083
9088	0.7694657	0.4103823	0.1273415	0.3395636	0.3295423	0.1664917	0.0610201	0.7280501	0.6759942	0.6287608	0.5822708	0.2535062	0.2891004	0.2224854	0.6072942	0.6049364	0.5878301	0.4971182	0.4932653	0.3636887	0.2411488	0.1410553	0.0670675	0.4835592	0.4605601	0.2750299	0.3862812	0.0498475	0.1324908	0.1825939	0.1251318	-21.091
9090	0.9108504	0.4760770	0.1263774	0.4437541	0.3264824	0.1623550	0.0722322	0.8399252	0.7841325	0.6907742	0.5843217	0.3000864	0.3422208	0.3002687	0.7206318	0.7168990	0.6384989	0.6102145	0.5838998	0.3911545	0.2854584	0.1669733	0.0793907	0.5724103	0.4906604	0.2361347	0.4250286	0.0590067	0.2023337	0.1542512	0.1251318	-20.901
9092	0.7698670	0.4215755	0.1400823	0.4101476	0.2759488	0.0829483	0.0610520	0.6719834	0.6627628	0.5860390	0.5590801	0.3603948	0.3354280	0.3212854	0.6583505	0.6059358	0.5190176	0.4950440	0.4912519	0.3025073	0.2729844	0.1080173	0.0394544	0.4838114	0.3846986	0.1335456	0.3592418	0.0779510	0.1210317	0.1824987	0.1251318	-22.674
9094	0.9476290	0.5416930	0.1189308	0.5270091	0.3545736	0.0831858	0.0784472	0.8576011	0.8516007	0.7506535	0.7183762	0.4530880	0.4310000	0.3472412	0.8339177	0.7785823	0.7270069	0.6763580	0.6168957	0.3543828	0.2782993	0.1387941	0.0639669	0.6216616	0.4975000	0.1748050	0.4615989	0.1001612	0.1511059	0.1420306	0.2309872	-18.016
9096	0.8859766	0.5416930	0.1620352	0.5270091	0.3545736	0.0831858	0.0784472	0.8703848	0.8448321	0.7506535	0.7183762	0.4423145	0.4291019	0.3704378	0.8470021	0.7972203	0.7637317	0.6570035	0.5246315	0.3176352	0.2227791	0.1387941	0.0639669	0.6216616	0.4975000	0.2048641	0.4671652	0.1001612	0.1739369	0.1420306	0.1873189	-20.744
9098	0.8578158	0.5416930	0.1161903	0.5270091	0.2611814	0.1086400	0.0784472	0.8483589	0.8448321	0.7506535	0.7183762	0.3914006	0.4291019	0.3488186	0.8360142	0.7972203	0.7080162	0.6594154	0.5246315	0.2678898	0.2227791	0.1387941	0.0795694	0.6216616	0.4814983	0.2768733	0.4671652	0.0619408	0.1739369	0.1561662	0.1660965	-25.067
9100	1.0442154	0.6837330	0.1357716	0.6155480	0.3051978	0.1444009	0.0916678	1.0120536	0.9626523	0.8928901	0.7657690	0.4573626	0.4700974	0.4076044	0.9971962	0.9229251	0.7631430	0.7581430	0.6130466	0.4140879	0.3464804	0.1621849	0.0792496	0.7264290	0.6513503	0.2611189	0.5458956	0.1585681	0.2032501	0.1336435	0.1660965	-25.426
9102	1.0442154	0.6387113	0.1197485	0.6155480	0.4558267	0.1444009	0.0916678	1.0032519	0.9625088	0.8716779	0.7735882	0.4573626	0.3570695	0.2602590	0.9983698	0.9663325	0.8031147	0.7751323	0.6130466	0.4646788	0.3464804	0.1382817	0.1133644	0.7264290	0.7197987	0.2611189	0.5016212	0.1423461	0.2080707	0.1489359	0.1660965	-18.842
9104	0.8165839	0.4777278	0.1180881	0.4729763	0.3549421	0.1111952	0.0713797	0.7902329	0.7236670	0.6218536	0.6023759	0.3561381	0.3559425	0.2278788	0.7794906	0.7708356	0.6775223	0.4957963	0.4773657	0.3618350	0.2389527	0.1076769	0.0418914	0.6024882	0.4640303	0.1574549	0.4264307	0.1108418	0.2471133	0.1912677	0.1660965	-14.703
9106	0.8492704	0.4777278	0.1180881	0.4435627	0.3167704	0.1111952	0.0799602	0.8183927	0.7353534	0.6702797	0.5653314	0.3561381	0.3559425	0.2278788	0.7773759	0.7708356	0.6509573	0.6212636	0.5551186	0.4079387	0.2405957	0.1076769	0.0418914	0.6842631	0.4667608	0.1547101	0.4467680	0.1108418	0.2471133	0.1912677	0.1689154	-20.582
9108	0.8315239	0.4579073	0.1180881	0.4103654	0.3186176	0.1111952	0.0104446	0.8124471	0.7184770	0.6682297	0.5653314	0.3561381	0.4185055	0.1821759	0.7735161	0.7436440	0.6244913	0.5648352	0.5432269	0.4079387	0.2405957	0.1125605	0.0700289	0.6054416	0.4961461	0.1198064	0.4467680	0.1108418	0.2471133	0.1912677	0.1164236	-18.916
9110	0.8032992	0.4229592	0.1792106	0.3465096	0.3186176	0.1111952	0.0104446	0.7896182	0.7228675	0.6616396	0.5119054	0.3671456	0.4185055	0.1711676	0.7428499	0.7209339	0.6222291	0.6211583	0.5432269	0.4079387	0.2405957	0.0727805	0.0275882	0.6015255	0.5195240	0.1446966	0.4467680	0.1108418	0.2471133	0.1747527	0.1998961	-19.546
9112	0.8076969	0.3673815	0.1755521	0.3408259	0.3121131	0.1089252	0.0777208	0.7402525	0.7334141	0.6740653	0.5786037	0.3596505	0.4099619	0.1347389	0.7362671	0.6901884	0.6498182	0.5617959	0.5321372	0.3941813	0.3320786	0.1309396	0.0270250	0.5892456	0.5623376	0.2036175	0.4376475	0.1750765	0.2420686	0.1746377	0.1954733	-15.364
9114	0.9622418	0.4817129	0.2174720	0.4619741	0.4215743	0.1688826	0.0776406	0.9182633	0.9085450	0.8170025	0.7874802	0.4455309	0.5078561	0.1669130	0.8564106	0.8549975	0.7930953	0.7641074	0.5245413	0.4916815	0.4214387	0.1622065	0.0878290	0.6991916	0.6919150	0.2400591	0.5421527	0.2168828	0.2998718	0.1409746	0.1954733	-22.171
9116	0.9759148	0.4999264	0.3348422	0.4977219	0.4717522	0.2364845	0.0816426	0.9688846	0.9235597	0.8546287	0.7936464	0.4684958	0.5340336	0.1881659	0.9608304	0.9128153	0.7933208	0.5992889	0.5851117	0.5520626	0.4431513	0.1384344	0.0844094	0.7286219	0.6253290	0.1910111	0.5700980	0.2280620	0.2672481	0.1477631	0.2791670	-21.517
